id,area,name,type,payex,summary,address,totalcar,totalmotor,FareInfo,twd97x,twd97y
H17,松山區,南京巨蛋停車場,平面式,"100元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。月租：10,000元/月",一般平面式小型車7格(含身心障礙停車位1格),台北市松山區美人段一小段761-16地號;南京東路四段15號後方空地,8,0,100,305525.66328,2771677.9093
H32,松山區,西華大飯店客用停車場,立體式,120元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。,建物附設立體式小型車115格(含身心障礙停車位2格),民生東路3段111號B1~B3,117,0,120,305069.3932,2772318.0417
H33,松山區,兄弟大飯店停車場,立體式,計時：50元/半小時，停車未滿30分鐘以30分鐘計，停車逾30分鐘以上者，未滿15分鐘以15分鐘計。憑發票消費金額每500元可免費停車半小時。,建物附設立體式小型車62格(含身心障礙停車位1格，孕婦、育有6歲以下兒童停車位1格)。,南京東路3段255號地下2-3樓,63,0,-9,304961.10501,2771688.33507
H35,松山區,王朝大酒店,立體式,"100元/時，全程以半小時計。月租：8,800元。",建物附設立體式小型車241格(含身心障礙停車位8格，孕婦、育有6歲以下兒童停車位5格)。,敦化北路100號地下3樓,246,0,100,305350.255,2771736.5865
H50,松山區,復源新城甲基地停車場,平面式,50元/時，停車逾1小時以上者，未滿半小時以半小時計費，4800元/月,一般平面式小型車21格(含身心障礙停車位1格),延吉段1小段283地號；光復南路22巷17號後側空地,22,0,50,306112.8582,2771120.1891
H54,松山區,台灣聯通八德停車場,塔台式,80元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計費，全天8000元/月，日間(08~20)7000元/月，夜間(20~08)6000元/月,建物附設塔台式小型車78格(含身心障礙停車位2格),台北市松山區八德路4段245巷32弄9號,80,0,80,306929.1296,2771419.8309
H56,松山區,聯合安豐長春站,立體式,月租8000元/月,立體式小型車124格(含身心障礙停車位2格)。,慶城街29號地下3樓及地上2-6樓,126,0,-9,305036.9706,2771875.8989
H57,松山區,便利停車場監理站,塔台式,"計時：50元/時，停車未滿1小時以1小時計，停車逾1小時以上者，未滿半小時以半小時計費。 月租：6,000元/月，日間4500元/月，夜間(19-07)3000元/月。",建物附設塔台式小型車64格(含身心障礙停車位2格)。,八德路4段32號,65,0,50,306402.0268,2771229.8033
H68,松山區,鴻構大樓計時收費停車場,立體式,80元/時，全程以半小時計費。,建物附設立體式小型車18格(含身心障礙停車位1格),台北市松山區民生東路三段109號地下一樓,19,0,80,305006.3579,2772326.1762
H71,松山區,台灣聯通復有停車場,平面式,100元/時，停車逾1小時以上者，未滿半小時以半小時計費。月租10000元/月。,一般平面式小型車14格(含身心障礙停車位1格)。,敦化段5小段29-13、29-14、29-20地號；復興北路321號,15,0,100,304928.7169,2772456.6412
H75,松山區,市民大道停車場,平面式,計時：80元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。,一般平面式小型17車格(含身心障礙停車位1格)。,"延吉段一小段657、658地號,市民大道4段257號空地",18,0,80,305970.26718,2770852.41262
H77,松山區,八德站停車場,立體式,8500元/月,建物附設立體式小型車3格(含身心障礙停車位1格)。,西松段2小段296、297地號；八德路4段195號旁空地,4,0,-9,306869.6473,2771313.1836
H78,松山區,日日停車場,平面式,40元/時，停車逾1小時以上者，未滿半小時以半小時計費,一般平面式小型車6格(含身心障礙停車位1格)。,光復北路120巷25號空地；美仁段2小段44、44-1地號,7,0,40,306192.0917,2771546.9313
H81,松山區,嘟嘟房延吉站停車場,平面式,"計時：80元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計費。 月租：8,000元/月。",一般平面式小型車24格(含身心障礙停車位1格),延吉段1小段439地號；八德路3段106巷13號空地,25,0,80,305887.90523,2771157.27467
H82,松山區,敦北停車場,立體式,60元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計費，全日8000元/月，日間5000元(08~18)/月，夜間4000元(18:30~07:30)/月。計次200元。,建物附設立體式小型車12格(含身心障礙停車位1格),台北市松山區南京東路4段53巷3弄12號B2-B3,13,0,60,305549.2281,2771708.6975
H91,松山區,宏泰金融大樓計時停車場,立體式,計時：每小時70元。停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。,建物附設立體式小型車361格(含身心障礙停車位7格),民生東路3段156號B2~B4,278,0,70,305260.1423,2772245.3918
H92,松山區,博客停車場開發股份有限公司家福三民場,立體式,小型車60元/時，機車20元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。月租:小型車6000元、機車600元。,建物附設立體式小型車92格(含身心障礙停車位2格，孕婦、育有6歲以下兒童停車位2格)。建物附設立體式機車25格(含身心障礙停車位1格)。,三民路160號4、5樓,94,0,60,306838.4779,2772728.5981
H93,松山區,便利停車場八德站,平面式,"計時：50元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。計次：200元/次(隔日另計)。月租：全日6,000元/月，夜間(18-09)3,000元/月。",一般平面式小型車28格(含身心障礙停車位1格)。,台北市松山區西松段3小段175地號；八德路4段106巷3號旁空地,29,0,50,306626.4814,2771227.901
H94,松山區,新長越民權東路停車場,立體式,"計時：80元/時，停車未滿1小時以1小時計算，逾1小時以上，未滿半小時以半小時計費。月租：全日8,000元/月，日夜間：6,000元/月(日間08-18、夜間18-08)。",立體式小型車49格(含身心障礙停車位1格)。,民權東路3段178號B2、B5,50,0,80,305434.3422,2772706.9849
H96,松山區,震旦二十一世紀大樓停車場,立體式,"計時：40元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。月租：全日7,000元/月，日間：4,200元/月，夜間：3,000元/月。",建物附設立體式小型車218格(含身心障礙停車位6格)。,健康路156號B3、B4,222,0,40,306236.3869,2771826.5771
HA7,松山區,台灣聯通前瞻停車場,立體式,80元/時，停車逾1小時以上者，未滿半小時以半小時計費，全日8000元/月，日間7000元(08~20)/月，夜間6000元(20~08)/月,立體式小型車53格(含身心障礙停車位1格)。,南京東路5段1號B1~B4,58,0,80,306244.8113,2771633.3012
HA83,松山區,光復南路停車場,平面式,60元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。全日6000元/月,一般平面式小型車8格(含身心障礙停車位1格)。,延吉段1小段574地號.光復南路46巷35號旁空地,9,0,60,306008.37101,2770983.63042
HA88,松山區,基隆河5、6號水門堤外觀山段河濱公園附設,平面式,小型車周一至周五計次30元，隔日另計；周六至周日計時20元(當日當次最高收費上限100元，隔日另計) 機車免費 ,為平面停車場，計有408個小型停車格，192個機車格,基隆河5、6號水門堤外觀山段,405,195,20,307459.4904,2772553.7372
HA94,松山區,威京大樓停車場,立體式,"計時：40元/時，停車未滿1小時以1小時計算，逾1小時以上，未滿半小時以半小時計算。月租：全日6,000元/月，日間：5,000元/月(08-19)，夜間4,000元/月(19-08)。平日計次240元/次(進場開始算12小時，超過12小時以臨停計算，週五2000後，週六日及國定例假日無計次優惠。",立體式小型車90格(含身心障礙停車位2格)。,臺北市松山區東興路12號地下3、4樓,92,0,40,306999.4264,2771396.3268
HA97,松山區,Times 慶城街,平面式,計時：100元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。,一般平面式小型車31格(含身心障礙停車位1格),台北市松山區敦化段一小段387、397-1地號；慶城街45號空地後,32,0,100,305092.938,2771950.38
HA99,松山區,銓營長安菊川停車場,平面式,計時：90元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計費。半小時45元,一般平面式小型車10格(含身心障礙停車位1格)。,敦化段2小段220、222地號;八德路2段437巷2弄11號旁空地,12,0,90,305118.3667,2771276.8521
HB01,松山區,台灣聯通東興停車場,塔台式,"計時：80元/時，停車未滿1小時以1小時計算，逾1小時以上，未滿半小時以半小時計算。月租：全日8,000元/月，日間：7,000元/月(08-20)、夜間6,000元/月(20-08)。",塔台式小型車34格(含身心障礙停車位1格),台北市松山區八德路4段312-1號,35,0,80,307271.0071,2771330.7933
HB03,松山區,台灣聯通饒河停車場,塔台式,"計時:100元/時，未滿1小時以1小時計。逾1小時以上，未滿半小時以半小時計。月租:全日8,000元/月",建物附設塔台式小型車35格(含身心障礙停車位1格),臺北市松山區八德路4段455號,36,0,100,307576.40302,2771458.65547
HB07,松山區,嘟嘟房長春站停車場,立體式,"100元/時，未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計費，月租10,000元/月",建物附設立體式小型車21格；建物附設塔台式小型車104格(含身心障礙停車位2格),臺北市松山區長春路445號,127,0,100,305239.20353,2771941.13884
HB10,松山區,南京東路地下停車場,立體式,"50元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。月租：8,500元/月",建物附設立體式小型車7格(含身心障礙停車位1格)。,南京東路5段188號B5；西松路2小段2、33地號,8,0,50,306861.7585,2771558.8151
HB11,松山區,8號停車場,平面式,月租：每月5500元,一般平面式小型車2格(含身心障礙停車位1格)。,敦化北路244巷12號旁空地；臺北市松山區敦化段五小段8-3地號,3,0,-9,305386.2206,2772604.787
HB12,松山區,Times民權敦化3,平面式,計時:100元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。,一般平面式小型車36格(含身心障礙停車位1格)。,敦化段5小段1、1-2地號；敦化北路240號右旁空地,38,0,100,305451.01,2772587.419
HB13,松山區,宏國大樓停車場,立體式,70元/時。停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計費。,建物附設立體式小型車284格(含身心障礙停車格6格),臺北市松山區敦化北路167號B2~B4,290,0,70,305451.2078,2771942.3174
HB19,松山區,嘟嘟房京華城站停車場,平面式,80元/時，停車逾1小時以上者，未滿半小時以半小時計費，8000元/月,一般平面式小型車22格(含身心障礙停車位1格)。,臺北市松山區西松段三小段146地號；東寧路21號旁空地。,23,0,80,306816.74953,2771183.98481
HB20,松山區,保德信停車場,立體式,"計時：80元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。月租：8,000元/月。",立體式小型車131格(含身心障礙停車位3格)。,南京東路5段161號B3~B5,121,0,80,306721.3362,2771628.3219
HB25,松山區,育達停車場,其他,"一、臨停：80元/時，停車未滿1小時以1小時計算，逾1小時以上，未滿半小時以半小時計算。二、月租：8,000元/月。",小型車90格(含身心障礙停車位1格)，機車369格(含身心障礙停車位7格)。,松山區寧安街12號B2,91,7,80,305914.9539,2771391.9517
HB26,松山區,台灣聯通大千停車場,立體式,80元/時，停車逾1小時以上者，未滿半小時以半小時計費，全日8000元/月，日間7000元(08~20)/月，夜間6000元(20~08)/月,建物附設 立體式小型車31格(含身心障礙停車位1格)。,南京東路5段108號B1、B2,32,0,80,306720.4555,2771568.2557
HB27,松山區,台灣聯通新高停車場,立體式,"60元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計，當日最高收費250元。月租：全天8,000元/月，日間(08-20)7,000元/月，夜間(20-08)6,000元/月",建物附設立體式小型車18格(含身心障礙停車位1格)。,南京東路4段162之1號B2,19,0,60,306157.7546,2771567.426
HB34,松山區,嘟嘟房西松高中站停車場,立體式,"月租6,000元/月",立體式小型車52格(含身心障礙停車位1格)。,健康路325巷5弄11號,2,0,-9,307083.4864,2771956.2489
HB40,松山區,台灣聯通博仁醫院停車場,立體式,"計時：每小時80元。停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。月租：全天8,000元；日間(08-20)7,000元；夜間(20-翌日08)6,000元。",建物附設立體式小型車6格(含身心障礙停車位1格),台北市松山區光復北路68號地下1樓,7,0,80,306264.3116,2771437.2694
HB41,松山區,龍城市場停車場,立體式,"月租6,000元/月。",建物附設立體式小型車47格(含身心障礙停車位1格),台北市松山區光復北路190巷39號地下2-3樓,48,0,-9,305873.622,2771951.8908
HB45,松山區,宏達經營管理顧問有限公司南京停車場,立體式,"計時：50元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。月租：5,000元/月。",立體式小型車52格(含身心障礙停車位2格)。,南京東路5段200號地下2層,54,0,50,306935.7294,2771567.4741
HB51,松山區,台灣聯通敦北停車場,機械式,"80元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。月租9,000元",建物附設機械式小型車40格(含身心障礙停車位1格)。,南京東路3段331號地下2、3樓,41,0,80,305221.2813,2771651.5481
HB53,松山區,正本行停車場,平面式,60元/時，前15分鐘免費，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。月租:全日8000元/月，日間(08-18)6000元/月，夜間(18-08)4500元/月,平面式小型車8格(含身心障礙停車位1格)。,敦化北路151巷3號1樓；美仁段1段701-1、704-1地號,9,0,60,305470.033,2771876.9175
HH02,松山區,Times 敦南市民,平面式,"計時：100元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。月租：10,000元/月。",一般平面式小型車4格(含身心障礙停車位1格)。,松山區敦化段3小段349地號；市民大道四段83號旁。,5,0,100,305227.63194,2770902.58236
II03,文山區,玫如台大四季停車場,立體式,計時:100元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。月租:全日10000元/月,建物附設立體式小型車30格(含身心障礙停車位1格)。,台北市文山區羅斯福路六段68、70、72號1樓及B1~B3,31,0,100,304512.7391,2765727.75283
J00003,信義區,台北君悅酒店停車場,其他,"70元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。長期客戶一月租6,300元，半年租34,020元，年租60,480元",,松壽路2號B1、B2,403,0,70,306790.95993,2769809.40515
J00015,信義區,遠東百貨A13停車場,其他,每小時50元，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。,,松壽路11號旁空地,295,0,50,307326.521,2769936.64
J00016,信義區,新光三越百貨公司台北信義分公司三館停車場,立體式,計時：小型車100元/時，機車20元/時，全程以半小時計費。,立體式小型車186格(含身心障礙停車位3格)。立體式機車406格(含身心障礙停車位8格)。,松壽路9號地下3、4、5樓,189,414,100,307182.0903,2769943.0303
J00022,信義區,ATT 4 FUN 停車場,其他,"小型車、機車計時:100元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。機車月租:1,000元/月。",,松壽路12號地下2樓,41,166,100,307121.549,2769847.944
J00040,信義區,台灣聯通松山停車場,其他,"計時：60元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。月租：全天10,000元/月；日間8,000元/月(08~20)；夜間3,000元/月(18~08)。",為地下停車場，計有90個小型車,東興路65號B2,91,0,60,307173.0357,2771107.6341
J00118,信義區,双旺信義停車場,平面式,"臨停：60元/時，例假日：80元/時，全程以半小時計費。月租：4,500元/月。",一般平面式小型車14格(含身心障礙停車位1格)。,,18,0,60,306744.01871,2769505.65706
J3,信義區,松隆平面停車場,平面式,計時30元，全日月票7200元 機車免費 ,平面式小型車18格(含身心障礙停車位1格)。平面式機車6格。,松隆路286號旁,18,10,30,308076.2202,2771253.7848
J31,信義區,台北世界貿易中心國際貿易大樓地下停車場,立體式,100元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。,建物附設立體式小型車56格(含身心障礙停車位1格)。,基隆路1段333號B1~B3,64,0,100,306625.3117,2769695.7161
J32,信義區,台北君悅酒店停車場,立體式,"70元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。長期客戶-月租6,300元，半年租34,020元，年租60,480元。",立體式小型車491格(含身心障礙停車位13格，孕婦、育有6歲以下兒童停車位2格)。,松壽路2號B1、B2,504,0,70,306775.1152,2769834.61838
J49,信義區,威秀A17停車場,立體式,"計時：小型車150元/時；機車20元/時，全程以半小時計費。月租：小型車全日10,000元/月、半日6,000元/月；機車1,200元/月。",立體式小型車105格(含身心障礙停車位2格)、立體式機車格157格(含身心障礙停車位3格),松壽路20號B1、B2,107,3,150,307239.4522,2769815.4945
J50,信義區,威秀A16停車場,立體式,"計時：小型車150元/時；機車20元/時，全程以半小時計費。月租：小型車全日10,000元/月、半日6,000元/月；機車1,200元/月。",機械式小型車75格(含身心障礙停車位2格)。立體式機車73格(含身心障礙,松壽路18號B1,77,2,150,307180.8111,2769814.1712
J60,信義區,震旦國際大樓附設停車場,立體式,計時：50元/時，以後每半小時25元，未滿半小時以半小時計費。,立體式小型車19格(含身心障礙停車位1格)。,信義路5段2號B2,20,0,50,306500.47,2769525.6129
J64,信義區,便利停車場忠孝站,立體式,"計時：100元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。月租：全日16,000元/月，夜間(17~09)4,000元/月。",建物附設立體式小型車22格(含身心障礙停車位1格)。,台北市信義區基隆路1段200號B3,23,0,100,306860.6079,2770350.273
J66,信義區,Neo19大樓停車場,立體式,"臨停：100元/時，全程以半小時計。當日最高上限平面500元(限平日8-22)、機械500元(8-22)。月租：機械車位7,000/月、平面車位10,000元/月。",建物附設立體式小型車68格(含身心障礙停車位3格，孕婦、育有6歲以下兒童停車位1格)。,松壽路22號地下2樓,70,0,100,307315.2297,2769851.1836
J67,信義區,中坡北停車場,平面式,80元/時，第1小時未滿1小時以1小時計，停車逾1小時以上者，未滿半小時以半小時計。,一般平面式小型車13格(含身心障礙停車位1格)。,永吉段1小段21-2、23、23-1、27地號；中坡北路15巷17號對面空地,14,0,80,308564.2728,2770883.6919
J80,信義區,新光三越百貨公司信義店A8館停車場,立體式,小型車100元/時，機車20元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。,立體式小型車284格，立體式機車468格,松高路12號B3~B5,289,9,100,307189.3185,2770143.9159
J91,信義區,愛馬屋光復場,立體式,計時100元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計費。月租8000元。,建物附設立體式小型車31格(含身心障礙停車位1格)。,光復南路495號地下2樓,32,0,100,306292.5969,2769492.2913
J94,信義區,台北信基大樓停車場,立體式,"120元/時，，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。月租10,000元",建物附設立體式小型車25格(含身心障礙停車位1格),信義路4段460號B3,26,0,120,306368.3184,2769520.6155
JA24,信義區,信義傑仕堡停車場,立體式,100元/時，停車逾1小時以上者，未滿半小時以半小時計費,建物附設立體式小型車46格(含身心障礙停車位1格)。,信義路5段126號B2,47,0,100,307453.7004,2769464.1593
JA36,信義區,便利停車場信義二站,平面式,"計時：小型車60元/時，停車未滿1小時以1小時計；逾1小時以上者，未滿半小時以半小時計。 月租：小型車全日12,000/月。 計次：機車40元/次。",一般平面式小型車18格(含身心障礙停車位1格)。一般平面式機車42格(含身心障礙停車位1格),信義段5小段29-4地號；信義路5段100號對面空地,19,1,60,307040.73069,2769500.75951
JA40,信義區,助安168松智停車場,平面式,"100元/時，全程以半小時計。月租:8,000元/月",一般平面式小型車149格(含身心障礙停車位2格),臺北市信義區信義段5小段28、28-1、28-4、28-6、28-7、28-8、28-9；松智,152,0,100,307064.4478,2769138.1976
JA54,信義區,台灣聯通誠品信義停車場,立體式,汽車100元/時，機車20元/時，停車逾1小時以上者，未滿半小時以半小時計費，全天12000元/月，日間11000元(08~20)/月，夜間10000元(20~08)/月,建物附設立體式小型車189格(含身心障礙停車位4格，孕婦、育有6歲以下兒童停車位3格)。建物附設立體式機車1341格(含身心障礙停車位26格)。,松高路11號B3~B5,205,27,100,307043.5179,2770285.2343
JA57,信義區,克緹大樓B3附設停車場,立體式,臨停：50元/時，停車未滿1小時以1小時計，逾1小時以上，未滿半小時以半小時計。停車逾隔日需支付隔夜停車費350元。,立體式小型車50格(含身心障礙停車位12格)。,松仁路105號地下3樓,51,0,50,307395.3903,2769823.6559
JA59,信義區,臺北市松山家商附設夜間及假日停車場,平面式,2000元/月，按季收費,一般平面式小型車29格(含身心障礙停車位1格)。,松山路665號,30,0,-9,308545.5063,2769902.9545
JA60,信義區,叭叭房曼哈頓大樓停車場,立體式,80元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。月租:8000元/月,建物附設立體式小型車49格(含身心障礙停車位1格)。,信義路5段8號地下2、3、4、5樓,50,0,80,306588.818,2769520.9562
JA70,信義區,基隆路停車場,立體式,50元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計費。7000元/月。,立體式小型車32格(含身心障礙停車位1格)。,基隆路1段143號B3,33,0,50,307107.484,2770640.8738
JA74,信義區,愛馬屋世貿場,塔台式,80元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。全天8000元/月,建物附設塔台式小型車58格(含身心障礙停車位1格)。,信義區光復南路567號,59,0,80,306276.7928,2769300.8629
JA79,信義區,TIMES松仁路,平面式,"計時：100元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。月租：10,000元/月。",一般平面式小型車10格(含身心障礙停車位1格)。,台北市信義區松仁路169號旁空地；台北市信義區祥和段三小段328、,11,0,100,307378.739,2769010.334
JA84,信義區,Times 光復南路,平面式,"計時：100元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計費。月租：全日10,000元/月。",一般平面式小型車10格(含身心障礙停車位1格),信義路4段393-5號前方,11,0,100,306344.974,2769612.2108
JA99,中正區,Times石園社區,立體式,100元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。月租:全日10000元/月,立體式小型車29格(含身心障礙停車位1格)。,信義路1段5號、9號、13號；石園社區之附屬一樓平面停車場,30,0,100,302731.998,2769936.618
JB01,信義區,台灣聯通松高停車場,立體式,100/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。月租:全天12000元/月，日間(08-20)11000元/月，夜間(20-08)10000元/月,建物附設立體式小型車7格(含身心障礙停車位1格),臺北市信義區松高路1號地下3樓,9,0,-9,306944.0923,2770273.2825
JB04,信義區,Times信安街,其他,"100元/時，停車未滿1小時以1小時計，逾1小時以上未滿半小時以半小時計費。全日10,000元/月",小型車5格(含身心障礙停車位1格),台北市信義區梨和段3小段299地號；台北市信義區信安街162號,6,0,100,306053.085,2768515.614
JB77,信義區,松高路臨時平面停車場,平面式,"計時：80元/時，全程以半小時計費。月租：8,000元/月。",一般平面式大型車21格。,台北市信義區松高路、松勇路口；信義段3小段6地號,2,0,80,307526.9682,2770307.21128
JJ03,信義區,永吉站,立體式,"計時：60元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計費。月租：全日8,000元/月，日間6,000元/月，夜間4,500元/月。",建物附設立體式小型車31格(含身心障礙停車位1格)。,忠孝東路五段743巷21弄21號1F-B3,32,1,60,308542.7957,2770738.3824
JJ2,信義區,富邦松山停車場,立體式,月租:5000元,建物附設立體式小型車144格(含身心障礙停車位4格)。,基隆路一段98號B2、B3、B4,148,0,-9,307219.07329,2771010.79641
JJ68,信義區,愛馬屋101場,塔台式,"60元/時，停車未滿1小時以1小時計，逾1小時以上，未滿半小時以半小時計。全天6,000元/月。",建物附設塔台式小型車40格(含身心障礙停車位1格),,40,0,60,306289.49172,2769532.76466
K00094,內湖區,叭叭房內湖科技大樓停車場,其他,50元/時，停車逾1小時以上者，未滿半小時以半小時計費，6000元/月,,堤頂大道2段301號B1(車位編號:135.136等2格)、B2(車位編號:96.99.102至104.108至110.112.114至116.119.126至129等17格)、B3(車位編號:49.50.54至58.62至89等35格)、B4(車位編號:1至45等45格),86,0,50,306973.9682,2774629.7692
K00095,內湖區,叭叭房西湖大樓停車場,其他,50元/時，停車逾1小時以上者，未滿半小時以半小時計費，6000元/月,,基湖路10巷57號B2(車位編號:24至26.29至31.38至40. 44等10格)、B3(車位編號:3至6.9至13.18等10格),24,0,50,306870.29364,2775021.78566
K00096,內湖區,叭叭房陽光大樓停車場,其他,50元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。月租:6000元/月,,陽光街242號B1(車位編號:78.81.82.97.99.100.  103.104等8格)、B2(車位編號:40至54.56.58至62.69.71至76等28格)、B3(車位編號:2至5.7.10至12.14.15.20.22至27.29.30.33.34.38.39等 23格),65,0,50,308324.5604,2774058.5983
K00104,內湖區,內湖成功停車場,平面式,"計時:30元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。月租:全天7,500元/月，日間(07:30-20:30)4,000元/月，夜間(19:30-08:30)3,500元/月。",一般平面式大型車122格。,南京東路6段539巷東側空地,442,0,30,309447.0659,2772790.7815
K00118,內湖區,Times 行愛新湖,其他,計時:100元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。月租:全日10000元。,,行愛路77巷20號旁空地,28,0,100,308699.89115,2772909.79143
K00120,內湖區,TIMES 新湖三路,其他,"計時：每小時100元。
停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。
月租：全日10,000元。",,新湖三路與新湖三路219巷交叉口西南側空地,40,0,100,308589.682,2773129.332
K00131,內湖區,大潤發流通事業股份有限公司南湖分公司之收費停車場,其他,"機車：30元/時。小型車：60元/時。停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。消費者憑消費發票，不計金額可抵1小時停車費，滿2,000元可抵2小時停車費，滿3,000元可抵3小時停車費，以此類推，最多可抵5小時",,舊宗路1段188號地上1層,91,8,30,308101.9813,2772868.397
K00147,內湖區,萬國科技大樓停車場,其他,40元/月，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。月租:5000元/月,,洲子街105、107號地下1、2、3、4樓,111,0,-9,307457.499,2774865.557
K00155,內湖區,新湖站,平面式,全天每月4500元,為平面停車場，計有49個小型車格,新湖二路251號旁空地,50,0,-9,308653.82691,2772926.6306
K00177,內湖區,宏達經營管理顧問有限公司東京停車場,其他,"80元/時。停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。月租：小型車8,000元、機車1,500元",,堤頂大道2段179、181號地下3、4、5層,101,323,80,307512.08466,2774464.92788
K00186,內湖區,及拓行善停車場,其他,80元/時，停車逾1小時以上者，未滿半小時以半小時計費，月租8000元,小型車49格(含身心障礙停車位1格)。,,49,0,80,309190.95727,2772985.47507
K00188,內湖區,便利停車場港墘站,其他,"60元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。月租:全日7,000元",小型車12格(含身心障礙停車位1格)。,,12,0,60,308303.30364,2774601.00249
K00193,內湖區,Times 民善新湖一路,平面式,"臨停：100元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。月租：全日10,000元/月。",平面式小型車43格(含身心障礙停車位1格)。,,43,0,100,308151.81426,2772429.73449
K13,內湖區,長揚停車場新湖站,立體式,40元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。月租:全日4000元/月，夜間(19-08)2500元/月，日間(08-19)3000元/月。計次:200元/次(08-24),建物附設立體式小型車59格(含身心障礙停車位1格)。,新湖一路366號B2,60,0,40,308856.01886,2772892.87022
K18,內湖區,大安小客車租賃有限公司內湖站,平面式,"30元/時，停車未滿1小時以1小時計費，逾1小時以上者，未滿半小時以半小時計費。計次150/次(07-24)。月租全日4,000元/月，日間3,000元/月(08-19)，夜間2,500元/月(19-08)",一般平面式小型車49格(含身心障礙停車位1格),新湖二路251號旁空地；舊宗段36-1、36-11地號,50,0,30,308653.82691,2772926.6306
K32,內湖區,哈拉生活有限公司停車場,立體式,40元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計費。全日4500元/月。,建物附設立體式小型車129格(含身心障礙停車位2格),康寧路3段72號地下2、3樓,129,0,40,311676.7348,2773683.6608
K35,內湖區,便利停車場創世紀站,立體式,50元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。月租:全天5000元/月，夜間3000元/月(20-08)。計次:160元/次(隔日另計),立體式小型車66格(含身心障礙停車位2格),台北市內湖區洲子街118號B1~B3,68,0,50,307396.93954,2774834.22665
